Unique Class Stereotype,Class Count
factory controller small-class,1
data-class small-class,3
entity boundary,19
commander boundary,31
boundary degenerate,1
pure-controller degenerate,12
degenerate,12
boundary,12
factory pure-controller degenerate small-class,7
degenerate small-class,1
data-class,16
commander boundary small-class,6
controller degenerate,5
unclassified,16
controller small-class,3
data-provider boundary data-class small-class,1
data-provider boundary,2
pure-controller degenerate small-class,1
entity commander boundary,9
boundary degenerate small-class,1
small-class,4
entity boundary small-class,1
minimal-entity boundary,1
boundary data-class,2
data-provider,3
data-provider data-class small-class,1
commander small-class,4
entity minimal-entity boundary,2
factory controller,1
empty,20
commander,15
entity small-class,1
Total,214
