Unique Method Stereotype,Method Count
factory controller stateless,1
property factory controller,1
predicate set collaborator,1
collaborator stateless,1
property wrapper,8
unclassified,2
factory collaborator,1
predicate,4
get collaborator,1
property,1
void-accessor command,4
predicate non-void-command,9
get property wrapper,1
predicate set,1
property collaborator,1
property non-void-command factory collaborator,1
property non-void-command,23
controller stateless,22
command collaborator,38
factory controller,1
empty,7
command,75
constructor,75
get property collaborator,1
set,14
void-accessor wrapper,3
wrapper stateless,63
factory wrapper stateless,1
predicate wrapper,3
non-void-command collaborator,4
get set collaborator,3
void-accessor set,2
get set,5
wrapper,13
stateless,1
property set collaborator,3
destructor,2
void-accessor command collaborator,9
property non-void-command collaborator,19
property controller,6
set collaborator,9
predicate non-void-command collaborator,6
incidental,5
controller,10
property set,1
get property factory controller,1
factory collaborator incidental,1
non-void-command factory collaborator,1
predicate controller,4
get,7
collaborator incidental,2
Total,478
