Unique Class Stereotype,Class Count
pure-controller degenerate small-class,1
entity commander boundary,2
commander boundary small-class,4
entity boundary,2
data-provider,1
data-provider data-class small-class,4
unclassified,10
empty,15
data-provider small-class,2
factory controller small-class,1
factory degenerate small-class,2
controller degenerate,1
degenerate,5
pure-controller degenerate,1
boundary,5
data-provider boundary small-class,1
commander,14
small-class,5
entity boundary small-class,2
commander small-class,3
commander boundary,4
boundary degenerate,2
Total,87
