Unique Method Stereotype,Method Count
void-accessor command collaborator,1
property factory collaborator,3
set,16
constructor,46
command collaborator,52
predicate,4
factory collaborator stateless,8
get set,2
wrapper,2
get collaborator,17
copy-constructor,3
controller,3
incidental,6
predicate non-void-command collaborator,3
property wrapper,6
command,126
factory controller,1
empty,5
non-void-command factory collaborator,2
predicate non-void-command,5
controller stateless,54
set collaborator,16
property non-void-command collaborator,23
property controller,1
property non-void-command,10
property non-void-command factory collaborator,2
get,24
collaborator incidental,1
factory controller stateless,1
wrapper stateless,26
property,2
get property factory,1
Total,472
