Unique Method Stereotype,Method Count
get property set,1
get void-accessor command,1
get command collaborator,1
property set factory collaborator,3
factory collaborator stateless,2
property factory,1
factory collaborator incidental,6
property set,20
get set collaborator,57
property factory collaborator,68
get predicate collaborator,2
non-void-command factory,1
get set,54
void-accessor command collaborator,608
predicate wrapper,184
get property set collaborator,5
predicate,537
factory wrapper stateless,140
get predicate,2
get property wrapper,9
non-void-command collaborator,25
get non-void-command,194
property command collaborator,8
property controller,93
property non-void-command collaborator,800
get controller,19
get collaborator,629
command collaborator,968
property,308
constructor,2663
get property controller,4
property factory wrapper,2
command,1202
empty,565
unclassified,62
property set collaborator,67
void-accessor,103
predicate collaborator,234
destructor,948
wrapper stateless,975
collaborator incidental,2833
get,429
get property non-void-command collaborator,18
wrapper,195
predicate non-void-command collaborator,170
incidental,411
factory collaborator,2
controller,133
void-accessor collaborator,226
copy-constructor,243
property wrapper,286
get non-void-command collaborator,86
void-accessor wrapper,94
predicate non-void-command,142
property collaborator,703
property non-void-command factory collaborator,11
property non-void-command,257
predicate set,13
get property,24
set,386
predicate controller,59
controller stateless,1291
non-void-command factory collaborator,27
get wrapper,150
void-accessor set,33
set collaborator,269
non-void-command,8
collaborator,33
property factory controller,1
get set factory collaborator,9
void-accessor controller,32
predicate set collaborator,18
void-accessor set collaborator,34
get property collaborator,22
get property non-void-command,9
void-accessor command,221
factory controller stateless,11
Total,20460
