Unique Method Stereotype,Method Count
get set collaborator,2
get wrapper,2
predicate non-void-command,6
empty,1
unclassified,1
get property,1
void-accessor command collaborator,6
predicate set,1
property non-void-command,21
property collaborator,5
void-accessor command,1
destructor,7
get property wrapper,2
get non-void-command,3
wrapper,2
get set,2
controller stateless,33
command,4
constructor,59
property set,1
get property collaborator,1
set,10
property wrapper,14
property controller,4
property non-void-command collaborator,13
predicate wrapper,2
void-accessor wrapper,2
wrapper stateless,34
predicate,18
command collaborator,9
property,12
void-accessor set,1
get collaborator,10
controller,1
copy-constructor,8
predicate non-void-command collaborator,14
incidental,10
get,31
collaborator incidental,4
Total,358
