Unique Method Stereotype,Method Count
predicate controller,1
get command collaborator,1
property non-void-command collaborator,293
property controller,21
copy-constructor,10
incidental,29
controller,48
factory incidental,1
property non-void-command,53
property non-void-command factory collaborator,100
property collaborator,14
predicate set,1
factory wrapper stateless,5
factory controller stateless,8
void-accessor command,32
collaborator incidental,48
get,34
get property non-void-command collaborator,3
predicate set collaborator,9
wrapper stateless,125
set,228
constructor,731
property,5
command collaborator,561
property non-void-command factory,6
collaborator stateless,5
empty,151
get property controller,1
factory controller,5
property wrapper,37
get non-void-command collaborator,8
predicate non-void-command collaborator,101
wrapper,31
get set,5
non-void-command factory collaborator,40
controller stateless,89
void-accessor command collaborator,113
predicate collaborator,8
void-accessor,1
void-accessor wrapper,4
predicate non-void-command,8
unclassified,6
property set factory,3
set collaborator,190
non-void-command,15
get non-void-command,2
non-void-command collaborator,89
predicate wrapper,9
factory collaborator stateless,6
predicate,4
property set collaborator,14
set factory collaborator,15
collaborator,4
command,198
property factory wrapper,9
get collaborator,34
property set factory collaborator,18
factory collaborator incidental,2
get set collaborator,37
get property non-void-command,1
void-accessor set collaborator,10
void-accessor controller,21
property factory controller,3
property factory collaborator,5
Total,3669
