Unique Method Stereotype,Method Count
predicate wrapper,2
get property non-void-command,2
get property wrapper,2
factory controller stateless,2
factory controller,1
empty,7
controller stateless,11
set,25
constructor,76
get property non-void-command collaborator,2
collaborator incidental,4
get,26
get collaborator,12
command,183
get set factory collaborator,5
set collaborator,44
property non-void-command collaborator,67
predicate non-void-command,13
non-void-command factory collaborator,11
command collaborator,246
property wrapper,2
get non-void-command collaborator,8
get set collaborator,2
property non-void-command factory,1
wrapper stateless,17
wrapper,1
get set,4
factory collaborator stateless,7
predicate collaborator,1
void-accessor command collaborator,3
predicate non-void-command collaborator,10
controller,11
incidental,12
copy-constructor,2
predicate set,2
property non-void-command factory collaborator,7
property non-void-command,13
get non-void-command factory collaborator,1
Total,845
