Unique Method Stereotype,Method Count
void-accessor controller,2
non-void-command factory collaborator,2
get property,1
predicate collaborator,1
property set collaborator,2
predicate non-void-command,3
unclassified,5
predicate,6
void-accessor command,8
get wrapper,4
property,15
controller stateless,17
predicate set,1
property collaborator,5
property non-void-command,3
get property wrapper,1
void-accessor set collaborator,2
get non-void-command,27
destructor,6
get set,1
wrapper,2
get collaborator,8
controller,1
copy-constructor,7
incidental,1
set,11
constructor,31
command collaborator,15
command,33
factory controller,1
empty,10
get,14
collaborator incidental,4
get set collaborator,9
non-void-command,1
void-accessor set,1
collaborator,2
get non-void-command collaborator,6
property wrapper,6
predicate wrapper,2
void-accessor wrapper,4
wrapper stateless,9
void-accessor command collaborator,6
property controller,2
property non-void-command collaborator,21
set collaborator,9
Total,328
