Unique Class Stereotype,Class Count
large-class degenerate,1
controller data-class small-class,1
data-provider boundary lazy-class,1
entity data-class small-class,2
commander boundary data-class,1
data-provider lazy-class,1
data-provider boundary data-class,3
factory pure-controller degenerate small-class,1
entity factory controller degenerate,1
commander lazy-class small-class,2
data-provider boundary degenerate,1
minimal-entity,1
entity boundary data-class small-class,1
boundary lazy-class degenerate,6
boundary controller,2
factory pure-controller small-class,4
commander data-class,4
controller degenerate,8
entity,13
lazy-class degenerate,6
commander boundary lazy-class degenerate,1
boundary lazy-class small-class,1
data-provider,49
controller small-class,68
unclassified,384
boundary small-class,50
commander data-class small-class,17
data-provider data-class,7
factory degenerate,4
data-provider data-class small-class,38
data-provider boundary data-class small-class,34
data-provider lazy-class small-class,6
empty,2702
entity small-class,20
factory controller,3
minimal-entity factory controller,1
factory controller data-class small-class,5
data-provider boundary lazy-class small-class,3
commander boundary small-class,136
lazy-class,4
commander boundary degenerate,4
boundary degenerate small-class,287
entity boundary lazy-class degenerate,3
entity minimal-entity commander boundary,2
small-class,143
pure-controller,3
data-provider boundary small-class,107
controller,31
commander boundary,278
degenerate,89
pure-controller small-class,30
boundary,312
minimal-entity boundary,2
factory controller small-class,27
commander degenerate,7
data-class small-class,13
boundary lazy-class,4
degenerate small-class,122
commander lazy-class,3
boundary data-class,6
commander small-class,89
entity boundary degenerate,10
entity commander boundary,152
minimal-entity commander boundary,1
entity boundary small-class,192
pure-controller degenerate small-class,189
factory small-class,3
commander boundary lazy-class small-class,5
data-provider small-class,23
entity data-provider boundary,35
pure-controller degenerate,40
boundary data-class small-class,25
factory degenerate small-class,39
data-provider boundary,78
entity minimal-entity boundary,26
boundary degenerate,69
commander lazy-class degenerate,6
commander,157
entity boundary,415
commander boundary data-class small-class,11
data-class,5
entity factory controller small-class,6
entity factory controller,4
Total,6646
