Unique Method Stereotype,Method Count
factory,1
get property non-void-command factory collaborator,1
get property factory collaborator,3
property set,6
get property set collaborator,3
get predicate set collaborator,1
get predicate wrapper,7
property factory,8
predicate set collaborator,14
get property wrapper,8
property set factory collaborator,23
get property set,1
predicate set,15
get set collaborator,26
get property set factory collaborator,3
factory collaborator incidental,19
property set collaborator,71
set factory collaborator,12
collaborator,51
get set factory,1
get predicate,2
factory wrapper stateless,76
property factory collaborator,181
factory collaborator,13
controller,510
incidental,452
property non-void-command,685
property non-void-command factory collaborator,316
property wrapper,906
get non-void-command collaborator,54
void-accessor command collaborator,311
copy-constructor,116
void-accessor collaborator,32
property non-void-command factory,8
collaborator stateless,111
predicate non-void-command collaborator,695
wrapper,901
get,614
collaborator incidental,568
get property non-void-command collaborator,28
property non-void-command collaborator,1921
property controller,219
predicate wrapper,294
predicate controller,62
property,301
command collaborator,4233
get factory wrapper,1
empty,476
get property controller,7
factory controller,48
non-void-command factory collaborator,186
controller stateless,1154
get controller,1
get collaborator,626
constructor,3813
set,846
get property non-void-command,5
void-accessor set collaborator,19
get property collaborator,18
wrapper stateless,1559
predicate non-void-command,295
void-accessor wrapper,22
command,2035
property factory wrapper,41
void-accessor,21
predicate collaborator,110
predicate,235
destructor,29
property collaborator,285
stateless,52
unclassified,37
get factory collaborator,2
get predicate non-void-command,1
get set,11
non-void-command factory,3
set collaborator,793
non-void-command,598
void-accessor set,3
factory controller stateless,64
void-accessor command,38
non-void-command collaborator,606
get non-void-command,22
get predicate non-void-command collaborator,3
get property factory wrapper,2
get property factory controller,2
factory wrapper,25
get wrapper,38
get property,9
property factory controller,12
void-accessor controller,43
get set factory collaborator,17
factory collaborator stateless,160
get non-void-command factory collaborator,17
Total,28273
