Method Stereotype,Stereotype Count
get,226
predicate,109
property,375
void-accessor,0
set,130
command,1493
non-void-command,436
collaborator,1115
controller,651
wrapper,723
constructor,293
copy-constructor,3
destructor,0
factory,110
incidental,160
stateless,1093
empty,36
unclassified,1
Total,6954
