Unique Class Stereotype,Class Count
data-class,1
entity minimal-entity boundary,2
pure-controller,4
boundary data-class,1
factory degenerate small-class,1
controller,2
factory pure-controller degenerate small-class,2
data-provider,3
factory controller data-class small-class,1
boundary data-class small-class,3
lazy-class degenerate,1
data-provider boundary data-class small-class,4
data-provider small-class,1
data-provider boundary,4
entity factory controller small-class,3
data-provider data-class small-class,4
minimal-entity commander boundary,1
data-provider boundary data-class,3
commander boundary,50
boundary degenerate,42
commander data-class small-class,1
boundary small-class,12
boundary large-class degenerate,1
unclassified,39
controller small-class,5
degenerate small-class,18
commander boundary degenerate,5
pure-controller degenerate,18
boundary degenerate small-class,41
entity small-class,5
empty,220
commander,101
factory controller,2
entity commander boundary,7
pure-controller degenerate small-class,75
pure-controller small-class,8
boundary,31
degenerate,32
data-class small-class,3
entity boundary,38
data-provider boundary lazy-class small-class,2
factory controller small-class,1
controller degenerate,6
entity boundary small-class,20
small-class,26
commander small-class,39
entity boundary degenerate,2
commander boundary small-class,24
entity data-provider boundary,4
data-provider boundary lazy-class degenerate,2
Total,921
