Class Name,Class Stereotype,Method Name,Method Stereotype
"ReverseString","pure-controller degenerate small-class","reverseString","controller stateless"
"InvertBinaryTree","entity boundary small-class","invertTree","property non-void-command collaborator"
"LongestPalindrome","pure-controller degenerate small-class","longestPalindrome","controller stateless"
"CountAndSay","small-class","countAndSay","property non-void-command"
"CountAndSay","small-class","helper","controller stateless"
"PoorPigs","boundary degenerate small-class","poorPigs","wrapper stateless"
"PalindromeNumber","degenerate small-class","isPalindrome","incidental"
"SingleNumberII","pure-controller degenerate small-class","singleNumber","controller stateless"
"JewelsAndStones","pure-controller degenerate small-class","numJewelsInStones","controller stateless"
"FindAnagramMappings","pure-controller degenerate small-class","anagramMappings","controller stateless"
"BestTimeToBuyAndSellStockII","degenerate small-class","maxProfit","incidental"
"EditDistance","pure-controller degenerate small-class","minDistance","controller stateless"
"EditDistance","pure-controller degenerate small-class","minDistance","controller stateless"
"CoinChange","small-class","coinChange","property non-void-command"
"CoinChange","small-class","coinChangeRecursive","property non-void-command"
"ClimbingStairs","degenerate small-class","climbStairs","incidental"
"SameTree","entity boundary small-class","isSameTree","predicate non-void-command collaborator"
"PopulatingNextRightPointersInEachNode","pure-controller degenerate small-class","connect","controller stateless"
"BattleshipsInABoard","small-class","countBattleships","property non-void-command"
"BattleshipsInABoard","small-class","sink","void-accessor command"
"BalancedBinaryTree","entity boundary small-class","isBalanced","get non-void-command collaborator"
"BalancedBinaryTree","entity boundary small-class","height","property non-void-command collaborator"
"Shortest","pure-controller degenerate small-class","shortestDistance","controller stateless"
"BinarySearchTreeLevelOrderTraversal","pure-controller degenerate small-class","levelOrder","controller stateless"
"SumOfTwoIntegers","degenerate small-class","getSum","incidental"
"CountingBits","degenerate small-class","countBits","incidental"
"CountingBits","degenerate small-class","countBits","incidental"
"MinimumPathSum","boundary degenerate small-class","minPathSum","wrapper stateless"
"MinimumPathSum","boundary degenerate small-class","minPathSum","wrapper stateless"
"Partition","boundary degenerate small-class","partition","collaborator incidental"
"FindBeginning","boundary degenerate small-class","findBeginning","collaborator incidental"
"NodeWithMin","empty","NodeWithMin","constructor"
"MyQueue<T>","boundary","MyQueue","constructor"
"MyQueue<T>","boundary","size","property non-void-command"
"MyQueue<T>","boundary","add","command collaborator"
"MyQueue<T>","boundary","shiftStacks","command"
"MyQueue<T>","boundary","peek","property non-void-command collaborator"
"MyQueue<T>","boundary","remove","property non-void-command collaborator"
"MyQueue<T>","boundary","MyQueue","constructor"
"MyQueue<T>","boundary","size","property non-void-command"
"MyQueue<T>","boundary","add","command collaborator"
"MyQueue<T>","boundary","shiftStacks","command"
"MyQueue<T>","boundary","peek","property non-void-command collaborator"
"MyQueue<T>","boundary","remove","property non-void-command collaborator"
"Pair","empty","Pair","constructor"
"Permutation","pure-controller degenerate small-class","permutation","controller stateless"
"NthToLast","boundary degenerate small-class","nthToLast","collaborator incidental"
"IsRotation","pure-controller degenerate small-class","isRotation","controller stateless"
"IsUniqueChars","pure-controller degenerate small-class","isUniqueChars","controller stateless"
"RemoveElement","degenerate small-class","removeElement","incidental"
"RemoveElement","degenerate small-class","removeElement","incidental"
"EightQueens","small-class","placeQueens","void-accessor command"
"EightQueens","small-class","checkValid","wrapper stateless"
"BulbSwitcher","boundary degenerate small-class","bulbSwitch","wrapper stateless"
"BulbSwitcher","boundary degenerate small-class","bulbSwitch","wrapper stateless"
"AllSubsets","small-class","getSubsets","property non-void-command"
"PrintPaths","unclassified","findSum","void-accessor command"
"PrintPaths","unclassified","findSum","command"
"PrintPaths","unclassified","print","incidental"
"PrintPaths","unclassified","depth","property non-void-command collaborator"
"SetOfStacks","commander","push","command"
"SetOfStacks","commander","pop","command"
"SetOfStacks","commander","getLastStack","non-void-command"
"CreateLinkedListForEachLevel","factory pure-controller degenerate small-class","createLinkedList","factory controller stateless"
"SwapBits","degenerate small-class","swapOddEvenBits","incidental"
"MergeSortedArray","degenerate small-class","merge","incidental"
"MergeSortedArray","degenerate small-class","merge","incidental"
"RemoveInvalidParentheses","degenerate","removeInvalidParentheses","wrapper stateless"
"RemoveInvalidParentheses","degenerate","remove","controller stateless"
"RemoveInvalidParentheses","degenerate","removeInvalidParentheses","wrapper stateless"
"RemoveInvalidParentheses","degenerate","remove","controller stateless"
"LowestCommonAncestorsOfABinaryTree","entity boundary small-class","lowestCommonAncestor","property non-void-command collaborator"
"ValidParentheses","pure-controller degenerate","isValid","controller stateless"
"ValidParentheses","pure-controller degenerate","isValid","controller stateless"
"ValidParentheses","pure-controller degenerate","isValid","controller stateless"
"ValidParentheses","pure-controller degenerate","isValid","controller stateless"
"ValidParentheses","pure-controller degenerate","isValid","controller stateless"
"ValidParentheses","pure-controller degenerate","isValid","controller stateless"
"TrieNode","empty","TrieNode","constructor"
"TrieNode","empty","TrieNode","constructor"
"TrieNode","empty","TrieNode","constructor"
"TrieNode","empty","TrieNode","constructor"
"TrieNode","empty","TrieNode","constructor"
"PacificAtlanticWaterFlow","unclassified","pacificAtlantic","property non-void-command"
"PacificAtlanticWaterFlow","unclassified","dfs","void-accessor command"
"PacificAtlanticWaterFlow","unclassified","pacificAtlantic","property non-void-command"
"PacificAtlanticWaterFlow","unclassified","dfs","void-accessor command"
"AddDigits","degenerate","addDigits","incidental"
"AddDigits","degenerate","addDigits","incidental"
"AddDigits","degenerate","addDigits","incidental"
"FirstBadVersion","boundary degenerate small-class","firstBadVersion","wrapper stateless"
"FirstBadVersion","boundary degenerate small-class","firstBadVersion","wrapper stateless"
"FindTheCelebrity","boundary degenerate","findCelebrity","wrapper stateless"
"FindTheCelebrity","boundary degenerate","findCelebrity","wrapper stateless"
"FindTheCelebrity","boundary degenerate","findCelebrity","wrapper stateless"
"ValidAnagram","pure-controller degenerate small-class","isAnagram","controller stateless"
"RotateImage","degenerate small-class","rotate","incidental"
"RotateImage","degenerate small-class","rotate","incidental"
"MergeIntervals","factory pure-controller degenerate","merge","factory controller stateless"
"MergeIntervals","factory pure-controller degenerate","merge","factory controller stateless"
"MergeIntervals","factory pure-controller degenerate","merge","factory controller stateless"
"MergeIntervals","factory pure-controller degenerate","merge","factory controller stateless"
"MergeIntervals","factory pure-controller degenerate","merge","factory controller stateless"
"ExpressionAddOperators","unclassified","addOperators","property non-void-command"
"ExpressionAddOperators","unclassified","helper","command"
"ExpressionAddOperators","unclassified","addOperators","property non-void-command"
"ExpressionAddOperators","unclassified","helper","command"
"IncreasingTripletSequence","degenerate small-class","increasingTriplet","incidental"
"PalindromePermutation","pure-controller degenerate small-class","canPermutePalindrome","controller stateless"
"PalindromePermutation","pure-controller degenerate small-class","canPermutePalindrome","controller stateless"
"BinaryTreeVerticalOrderTraversal","pure-controller degenerate","verticalOrder","controller stateless"
"BinaryTreeVerticalOrderTraversal","pure-controller degenerate","verticalOrder","controller stateless"
"BinaryTreeVerticalOrderTraversal","pure-controller degenerate","verticalOrder","controller stateless"
"AddAndSearchWordDataStructure","unclassified","addWord","controller"
"AddAndSearchWordDataStructure","unclassified","search","predicate non-void-command"
"AddAndSearchWordDataStructure","unclassified","match","predicate non-void-command collaborator"
"AddAndSearchWordDataStructure","unclassified","addWord","controller"
"AddAndSearchWordDataStructure","unclassified","search","predicate non-void-command"
"AddAndSearchWordDataStructure","unclassified","match","predicate non-void-command collaborator"
"BinarySearchTreeIterator","unclassified","BSTIterator","constructor"
"BinarySearchTreeIterator","unclassified","hasNext","predicate non-void-command"
"BinarySearchTreeIterator","unclassified","next","property non-void-command collaborator"
"BinarySearchTreeIterator","unclassified","BSTIterator","constructor"
"BinarySearchTreeIterator","unclassified","hasNext","predicate non-void-command"
"BinarySearchTreeIterator","unclassified","next","property non-void-command collaborator"
"BinarySearchTreeIterator","unclassified","BSTIterator","constructor"
"BinarySearchTreeIterator","unclassified","hasNext","predicate non-void-command"
"BinarySearchTreeIterator","unclassified","next","property non-void-command collaborator"
"BinarySearchTreeIterator","unclassified","BSTIterator","constructor"
"BinarySearchTreeIterator","unclassified","hasNext","predicate non-void-command"
"BinarySearchTreeIterator","unclassified","next","property non-void-command collaborator"
"MeetingRooms","boundary degenerate small-class","canAttendMeetings","wrapper stateless"
"MeetingRooms","boundary degenerate small-class","canAttendMeetings","wrapper stateless"
"StackBoxes","entity factory controller small-class","createStackDP","property non-void-command factory collaborator"
"UniquePaths","degenerate","uniquePaths","incidental"
"UniquePaths","degenerate","uniquePaths","incidental"
"UniquePaths","degenerate","uniquePaths","incidental"
"GroupShiftedStrings","pure-controller degenerate","groupStrings","controller stateless"
"GroupShiftedStrings","pure-controller degenerate","groupStrings","controller stateless"
"GroupShiftedStrings","pure-controller degenerate","groupStrings","controller stateless"
"ValidSudoku","pure-controller degenerate","isValidSudoku","controller stateless"
"ValidSudoku","pure-controller degenerate","isValidSudoku","controller stateless"
"ValidSudoku","pure-controller degenerate","isValidSudoku","controller stateless"
"ValidSudoku","pure-controller degenerate","isValidSudoku","controller stateless"
"DecodeWays","pure-controller degenerate","numDecodings","controller stateless"
"DecodeWays","pure-controller degenerate","numDecodings","controller stateless"
"DecodeWays","pure-controller degenerate","numDecodings","controller stateless"
"RepresentingNCents","small-class","makeChange","property non-void-command"
"RepresentingNCents","small-class","makeChange","property non-void-command"
"MinimumSizeSubarraySum","boundary degenerate small-class","minSubArrayLen","wrapper stateless"
"MinimumSizeSubarraySum","boundary degenerate small-class","minSubArrayLen","wrapper stateless"
"ReverseWordsInAString","pure-controller degenerate","reverseWords","controller stateless"
"ReverseWordsInAString","pure-controller degenerate","reverseWords","controller stateless"
"ReverseWordsInAString","pure-controller degenerate","reverseWords","controller stateless"
"ReverseWordsInAString","pure-controller degenerate","reverseWords","controller stateless"
"ReverseWordsInAString","pure-controller degenerate","reverseWords","controller stateless"
"ReverseWordsInAString","pure-controller degenerate","reverseWords","controller stateless"
"SortColors","degenerate small-class","sortColors","incidental"
"SortColors","degenerate small-class","sortColors","incidental"
"WordBreak","pure-controller degenerate","wordBreak","controller stateless"
"WordBreak","pure-controller degenerate","wordBreak","controller stateless"
"WordBreak","pure-controller degenerate","wordBreak","controller stateless"
"WordBreak","pure-controller degenerate","wordBreak","controller stateless"
"WordBreak","pure-controller degenerate","wordBreak","controller stateless"
"Tower","commander","Tower","constructor"
"Tower","commander","index","get"
"Tower","commander","add","command"
"Tower","commander","moveTopTo","command"
"Tower","commander","moveDisks","command"
"ContainsDuplicatesII","pure-controller degenerate","containsNearbyDuplicate","controller stateless"
"ContainsDuplicatesII","pure-controller degenerate","containsNearbyDuplicate","controller stateless"
"ContainsDuplicatesII","pure-controller degenerate","containsNearbyDuplicate","controller stateless"
"ContainsDuplicatesII","pure-controller degenerate","containsNearbyDuplicate","controller stateless"
"HammingDistance","boundary degenerate small-class","hammingDistance","wrapper stateless"
"HammingDistance","boundary degenerate small-class","hammingDistance","wrapper stateless"
"LongestConsecutiveSequence","pure-controller degenerate","longestConsecutive","controller stateless"
"LongestConsecutiveSequence","pure-controller degenerate","longestConsecutive","controller stateless"
"LongestConsecutiveSequence","pure-controller degenerate","longestConsecutive","controller stateless"
"Utf8Validation","degenerate small-class","validUtf8","incidental"
"Utf8Validation","degenerate small-class","validUtf8","incidental"
"BestTimeToBuyAndSellStock","pure-controller degenerate","maxProfit","controller stateless"
"BestTimeToBuyAndSellStock","pure-controller degenerate","maxProfit","controller stateless"
