Unique Method Stereotype,Method Count
predicate collaborator,1
predicate controller,1
void-accessor set,1
collaborator,8
predicate set collaborator,5
property command collaborator,1
get controller,2
get wrapper,3
property,22
property set,3
property set collaborator,2
void-accessor command,10
set,31
constructor,112
void-accessor wrapper,15
wrapper stateless,82
empty,86
command,105
void-accessor set collaborator,3
get non-void-command,17
destructor,47
get set,16
wrapper,22
void-accessor collaborator,2
void-accessor command collaborator,48
get collaborator,70
get property non-void-command collaborator,3
collaborator incidental,34
get,36
controller,13
predicate non-void-command collaborator,29
incidental,40
copy-constructor,32
predicate wrapper,17
predicate non-void-command,18
property controller,3
property non-void-command collaborator,111
set collaborator,47
command collaborator,78
property wrapper,19
get non-void-command collaborator,16
void-accessor controller,7
predicate,14
controller stateless,42
property collaborator,67
property non-void-command,14
predicate set,2
Total,1357
