Unique Class Stereotype,Class Count
boundary data-class small-class,1
data-provider data-class small-class,1
pure-controller degenerate,1
boundary data-class,1
minimal-entity boundary,1
entity data-provider boundary,2
commander data-class small-class,1
data-provider data-class,1
boundary small-class,59
data-provider boundary,7
data-provider boundary data-class small-class,1
lazy-class degenerate,2
small-class,12
entity boundary small-class,22
controller small-class,3
unclassified,30
data-provider boundary small-class,5
empty,367
commander,14
factory degenerate small-class,2
factory controller small-class,12
data-class small-class,1
entity boundary,18
controller,3
boundary degenerate,8
commander boundary,9
degenerate small-class,3
commander boundary small-class,23
commander degenerate,4
data-provider boundary data-class,1
entity commander boundary,1
pure-controller degenerate small-class,8
boundary,14
degenerate,16
pure-controller small-class,6
commander small-class,9
boundary degenerate small-class,6
data-provider,5
Total,680
