Unique Class Stereotype,Class Count
boundary data-class,2
controller data-class small-class,1
data-class,1
entity data-provider boundary lazy-class degenerate,1
commander data-class,1
data-provider lazy-class small-class,1
minimal-entity,1
entity boundary data-class,4
data-provider boundary lazy-class small-class,3
entity data-provider boundary degenerate,1
data-provider boundary lazy-class degenerate,3
commander boundary data-class,1
small-class,3
data-provider boundary degenerate,4
boundary data-class small-class,2
data-provider boundary lazy-class,5
data-provider,6
data-provider boundary small-class,5
boundary degenerate,55
commander boundary,33
boundary degenerate small-class,43
pure-controller degenerate,51
lazy-class,4
commander small-class,4
commander boundary data-class small-class,3
entity boundary degenerate,1
boundary,52
degenerate,129
unclassified,20
commander,5
empty,944
boundary lazy-class degenerate,4
controller degenerate,22
entity commander boundary,5
pure-controller degenerate small-class,46
data-provider boundary data-class,11
data-class small-class,4
entity boundary,44
boundary lazy-class,2
degenerate small-class,37
commander boundary small-class,4
data-provider boundary,84
data-provider boundary data-class small-class,13
entity data-provider boundary,16
boundary lazy-class small-class,1
data-provider data-class small-class,2
lazy-class degenerate,3
entity minimal-entity boundary,3
entity boundary small-class,9
commander data-class small-class,3
entity boundary lazy-class,1
boundary small-class,21
data-provider data-class,1
controller lazy-class degenerate,4
commander boundary degenerate,1
Total,1730
