Unique Method Stereotype,Method Count
collaborator,1
get wrapper,1
collaborator incidental,5
void-accessor command collaborator,2
collaborator stateless,6
get controller,1
predicate set,1
predicate set collaborator,3
incidental,3
set,12
constructor,101
command,10
void-accessor controller,10
predicate non-void-command collaborator,8
property wrapper,26
set collaborator,11
predicate wrapper,4
property non-void-command collaborator,4
get set,1
wrapper,52
controller,1
wrapper stateless,16
copy-constructor,1
void-accessor wrapper,1
command collaborator,18
non-void-command collaborator,3
controller stateless,8
Total,310
