Unique Class Stereotype,Class Count
boundary data-class,1
entity boundary small-class,2
small-class,8
data-provider data-class small-class,1
boundary small-class,1
data-provider boundary data-class small-class,1
data-provider boundary,12
boundary,2
data-provider boundary small-class,1
controller data-class small-class,1
commander boundary,2
empty,115
boundary data-class small-class,3
data-class small-class,1
degenerate,1
boundary degenerate small-class,4
entity commander boundary,7
degenerate small-class,3
Total,166
