Method Stereotype,Stereotype Count
get,81
predicate,128
property,818
void-accessor,1
set,205
command,323
non-void-command,259
collaborator,784
controller,132
wrapper,361
constructor,306
copy-constructor,13
destructor,54
factory,127
incidental,502
stateless,278
empty,100
unclassified,89
Total,4561
