Unique Class Stereotype,Class Count
entity boundary small-class,1
small-class,1
degenerate,1
pure-controller degenerate small-class,1
commander data-class small-class,1
entity commander boundary,1
entity data-provider boundary,1
unclassified,18
empty,34
data-provider,2
entity boundary,15
pure-controller degenerate,2
boundary,9
commander,8
commander boundary small-class,2
degenerate small-class,1
data-provider boundary,1
boundary small-class,1
controller,1
commander boundary,7
entity minimal-entity boundary,1
commander small-class,1
Total,110
