Unique Method Stereotype,Method Count
property set collaborator,2
get set factory collaborator,1
unclassified,1
get property non-void-command factory collaborator,7
get property set collaborator,5
factory controller stateless,2
predicate non-void-command,7
get non-void-command,5
controller stateless,20
get set collaborator,1
get property set factory collaborator,2
collaborator stateless,1
property,2
predicate set collaborator,1
property non-void-command factory,1
get set,1
wrapper,9
factory collaborator stateless,6
command collaborator,105
get collaborator,75
wrapper stateless,20
set,126
constructor,129
property factory wrapper,1
get non-void-command collaborator,28
property wrapper,12
non-void-command factory collaborator,4
predicate wrapper,8
predicate set,1
property non-void-command factory collaborator,1
property collaborator,8
property non-void-command,85
get property,5
command,217
empty,8
factory wrapper,3
get property non-void-command collaborator,12
get,115
void-accessor command,17
void-accessor command collaborator,18
copy-constructor,1
incidental,8
predicate non-void-command collaborator,8
controller,7
property controller,5
property non-void-command collaborator,92
set collaborator,28
get non-void-command factory collaborator,1
predicate,3
get property non-void-command,7
Total,1232
