Unique Method Stereotype,Method Count
predicate set collaborator,2
get set collaborator,8
get,45
collaborator incidental,8
get property non-void-command collaborator,1
set collaborator,30
property non-void-command collaborator,55
property controller,2
get wrapper,5
void-accessor command collaborator,10
property non-void-command,27
property non-void-command factory collaborator,2
predicate,61
set,33
constructor,233
collaborator,7
copy-constructor,37
incidental,28
controller,7
property wrapper,39
get non-void-command collaborator,4
wrapper stateless,65
predicate non-void-command,25
void-accessor wrapper,4
unclassified,16
empty,48
predicate non-void-command collaborator,29
wrapper,93
predicate collaborator,9
factory wrapper stateless,2
destructor,104
command collaborator,95
property,58
predicate controller,7
property factory collaborator,6
predicate wrapper,19
get non-void-command,14
non-void-command collaborator,1
non-void-command factory collaborator,2
controller stateless,52
property command collaborator,4
property set,3
factory collaborator incidental,1
get set factory collaborator,1
property factory controller,18
property set collaborator,5
property collaborator,44
stateless,1
factory collaborator stateless,1
command,111
property factory wrapper,1
get collaborator,60
get controller,2
void-accessor set,1
void-accessor set collaborator,1
get property non-void-command,1
non-void-command factory,1
get set,2
get predicate non-void-command,1
factory controller stateless,1
void-accessor command,1
Total,1554
