Unique Class Stereotype,Class Count
minimal-entity commander boundary,1
pure-controller,1
commander lazy-class degenerate,1
controller degenerate,1
commander boundary lazy-class,1
commander lazy-class small-class,1
entity data-provider boundary,1
data-provider boundary,1
data-provider boundary data-class small-class,2
entity boundary data-class,2
factory controller small-class,2
commander degenerate,2
commander boundary degenerate,1
factory controller data-class small-class,1
data-provider boundary small-class,5
data-provider boundary lazy-class degenerate,2
entity minimal-entity boundary,1
commander,11
empty,406
degenerate small-class,23
commander boundary small-class,18
pure-controller degenerate,36
boundary data-class,3
commander boundary lazy-class small-class,1
data-provider lazy-class degenerate,1
boundary data-class small-class,2
pure-controller small-class,2
boundary,22
degenerate,34
commander boundary data-class small-class,5
entity boundary degenerate,4
commander small-class,15
entity minimal-entity commander boundary,1
commander boundary,31
boundary degenerate,11
factory pure-controller degenerate small-class,1
controller,2
boundary degenerate small-class,30
factory pure-controller small-class,1
pure-controller degenerate small-class,26
entity commander boundary,18
commander lazy-class,1
data-provider data-class small-class,1
small-class,5
unclassified,24
controller small-class,2
entity boundary small-class,10
entity boundary lazy-class degenerate,3
commander boundary data-class,1
data-provider data-class,1
commander data-class small-class,2
boundary small-class,7
entity boundary,30
lazy-class degenerate,3
Total,820
