Unique Method Stereotype,Method Count
get predicate wrapper,1
incidental,39
controller,240
copy-constructor,3
predicate set collaborator,3
get set collaborator,15
property controller,6
property non-void-command collaborator,178
get,26
collaborator incidental,32
get property non-void-command collaborator,2
property factory collaborator,4
non-void-command collaborator,68
predicate wrapper,4
predicate set,1
property non-void-command factory collaborator,7
property non-void-command,6
property collaborator,20
stateless,22
property set collaborator,14
get non-void-command collaborator,45
property wrapper,22
set,87
constructor,613
empty,100
factory controller,3
factory collaborator stateless,14
predicate non-void-command collaborator,22
wrapper,195
get factory collaborator,1
get set,1
wrapper stateless,266
collaborator stateless,197
controller stateless,834
non-void-command factory collaborator,6
predicate controller,5
void-accessor wrapper,1
predicate non-void-command,11
factory controller stateless,2
get collaborator,35
get controller,5
predicate,6
void-accessor command collaborator,31
predicate collaborator,3
factory wrapper stateless,3
get non-void-command factory collaborator,7
get set factory collaborator,3
collaborator,3
set collaborator,86
non-void-command,10
command,173
property factory wrapper,1
command collaborator,388
property,2
get property wrapper,1
property set factory collaborator,2
get property set collaborator,1
get property collaborator,1
void-accessor set collaborator,4
get property non-void-command,2
get wrapper,3
Total,3886
