Unique Class Stereotype,Class Count
commander data-class small-class,1
boundary data-class,1
small-class,1
entity boundary small-class,2
pure-controller degenerate small-class,6
degenerate small-class,8
entity data-provider boundary,1
entity commander boundary,1
commander lazy-class degenerate,1
boundary degenerate small-class,11
boundary,2
pure-controller degenerate,3
degenerate,2
pure-controller,1
commander boundary small-class,3
boundary degenerate,7
commander boundary,1
entity boundary,4
empty,43
unclassified,3
Total,102
