Unique Method Stereotype,Method Count
void-accessor command collaborator,8
get predicate wrapper,24
get property,2
get property set,1
get predicate non-void-command collaborator,4
get property non-void-command factory collaborator,18
get property wrapper,6
void-accessor set,1
property set factory,1
predicate set,6
get property set collaborator,3
get non-void-command factory collaborator,5
get property non-void-command,39
void-accessor command,18
factory controller stateless,314
get set factory collaborator,3
void-accessor controller,5
property factory controller,156
property non-void-command factory collaborator,1602
property non-void-command,2470
get property non-void-command factory,15
predicate controller,574
property wrapper,1558
get non-void-command collaborator,181
controller,820
copy-constructor,189
incidental,853
get wrapper,61
get predicate,1
factory wrapper stateless,222
void-accessor,3
predicate collaborator,21
get,3238
collaborator incidental,364
get property non-void-command collaborator,54
get property factory wrapper,2
get property factory controller,5
factory collaborator incidental,32
property set,25
get predicate controller,23
predicate wrapper,161
set,749
constructor,6421
predicate non-void-command,736
property factory,31
property non-void-command collaborator,6256
property controller,897
get controller,12
get collaborator,5006
wrapper stateless,6779
get command,2
non-void-command factory collaborator,168
controller stateless,3654
non-void-command collaborator,133
get non-void-command,74
property set collaborator,144
property collaborator,31
stateless,192
predicate non-void-command collaborator,554
wrapper,1127
empty,569
get property controller,4
factory controller,27
property factory collaborator,238
command collaborator,6810
property,201
factory collaborator stateless,155
property non-void-command factory,58
collaborator stateless,549
get set collaborator,495
command,8305
property factory wrapper,170
unclassified,32
get predicate non-void-command,5
get set,1042
get factory collaborator,7
predicate set collaborator,5
predicate,142
set factory collaborator,3
collaborator,4
set collaborator,107
non-void-command,4
property set factory collaborator,17
Total,65003
