Unique Class Stereotype,Class Count
entity data-provider boundary degenerate,1
controller data-class small-class,2
commander data-class,1
boundary lazy-class,3
entity degenerate,1
data-provider boundary lazy-class,3
data-provider boundary lazy-class small-class,2
commander data-class small-class,6
commander boundary lazy-class degenerate,3
entity factory controller,6
lazy-class degenerate,16
entity boundary data-class,3
lazy-class,6
factory pure-controller small-class,1
lazy-class small-class,75
entity data-provider boundary data-class,1
commander boundary small-class,192
boundary lazy-class degenerate,8
controller degenerate,28
entity boundary degenerate,31
factory pure-controller degenerate small-class,21
entity factory controller small-class,123
data-provider data-class,56
data-provider boundary lazy-class degenerate,4
factory degenerate,2
data-provider degenerate,1
data-provider boundary data-class,70
commander boundary degenerate,65
degenerate small-class,146
entity commander boundary lazy-class degenerate,1
entity commander boundary,164
boundary degenerate small-class,528
controller lazy-class degenerate,12
degenerate,268
boundary,501
pure-controller small-class,77
pure-controller degenerate small-class,405
entity boundary small-class,308
entity boundary lazy-class degenerate,3
entity commander boundary degenerate,3
small-class,481
data-provider lazy-class small-class,5
empty,1657
factory controller,8
entity small-class,48
unclassified,804
controller small-class,123
entity commander boundary lazy-class,1
boundary small-class,53
boundary large-class degenerate,4
boundary degenerate,306
commander boundary,388
factory controller data-class small-class,4
data-provider lazy-class degenerate,3
boundary data-class small-class,13
data-provider boundary data-class small-class,179
data-provider data-class small-class,68
boundary lazy-class small-class,1
commander small-class,114
boundary data-class,4
controller lazy-class small-class,5
data-provider,302
data-provider boundary,491
entity minimal-entity boundary,9
pure-controller degenerate,94
entity data-provider boundary,113
data-provider boundary degenerate,8
controller,61
data-provider boundary small-class,58
pure-controller,27
factory degenerate small-class,46
data-provider lazy-class,5
entity,23
commander degenerate,5
data-class small-class,11
minimal-entity boundary,5
factory controller small-class,89
commander boundary data-class small-class,2
entity boundary,476
commander,547
data-class,12
data-provider small-class,8
factory controller degenerate,3
boundary controller,1
Total,9812
