Unique Class Stereotype,Class Count
entity data-provider boundary small-class,1
factory pure-controller degenerate,2
commander boundary lazy-class small-class,1
data-provider,2
commander boundary lazy-class degenerate,2
lazy-class,1
minimal-entity,1
factory controller,2
lazy-class degenerate,1
entity,10
commander data-class,8
data-provider small-class,8
factory controller data-class small-class,3
empty,2536
boundary data-class small-class,13
minimal-entity boundary lazy-class,2
lazy-class data-class small-class,1
boundary degenerate,79
commander boundary,240
entity boundary data-class,3
factory degenerate small-class,15
commander lazy-class small-class,2
data-provider boundary degenerate,3
controller degenerate,15
boundary lazy-class degenerate,3
pure-controller small-class,38
boundary,80
controller lazy-class degenerate,1
degenerate,98
entity commander boundary,58
entity boundary data-class small-class,3
degenerate small-class,105
boundary lazy-class,2
commander boundary small-class,308
entity factory controller small-class,14
factory pure-controller degenerate small-class,11
pure-controller,1
data-provider boundary small-class,34
controller,16
commander degenerate,1
minimal-entity boundary,1
factory controller small-class,32
data-class small-class,5
pure-controller degenerate small-class,490
entity boundary small-class,243
entity minimal-entity commander boundary,1
small-class,153
unclassified,94
controller small-class,29
entity boundary degenerate,13
data-class,1
commander,29
entity boundary,239
commander boundary data-class small-class,17
commander data-class small-class,13
boundary small-class,13
boundary degenerate small-class,315
entity boundary lazy-class,1
data-provider boundary lazy-class degenerate,2
commander boundary degenerate,9
pure-controller degenerate,59
entity data-provider boundary,3
boundary lazy-class small-class,2
commander small-class,33
boundary data-class,3
commander lazy-class,1
data-provider boundary data-class small-class,20
data-provider data-class small-class,1
factory pure-controller small-class,2
lazy-class small-class,1
entity factory controller,2
data-provider boundary data-class,4
entity small-class,22
controller lazy-class data-class small-class,1
data-provider boundary,6
entity minimal-entity boundary,1
Total,5585
