Unique Method Stereotype,Method Count
property factory,1
get predicate non-void-command collaborator,1
get property set collaborator,1
get property wrapper,2
collaborator,1
set factory collaborator,3
get wrapper,3
predicate,35
get predicate,1
factory wrapper stateless,45
predicate collaborator,7
non-void-command,1
set collaborator,136
property non-void-command collaborator,1753
property controller,80
property wrapper,73
get non-void-command collaborator,23
property factory collaborator,49
factory collaborator stateless,24
property set collaborator,48
get factory collaborator,1
get set,14
factory collaborator,4
controller,133
void-accessor collaborator,3
copy-constructor,204
incidental,93
wrapper,40
predicate non-void-command collaborator,63
stateless,3
property collaborator,34
property non-void-command factory collaborator,169
property non-void-command,53
property non-void-command factory,1
collaborator stateless,63
void-accessor command collaborator,110
set,115
constructor,2753
factory controller,9
get property controller,1
wrapper stateless,1108
empty,146
void-accessor wrapper,2
predicate non-void-command,42
controller stateless,1664
non-void-command factory collaborator,114
predicate controller,18
predicate wrapper,9
collaborator incidental,267
get,13
get property non-void-command collaborator,12
get set collaborator,29
get controller,2
get collaborator,61
void-accessor set collaborator,1
get property collaborator,6
get property non-void-command,2
get property,1
get set factory collaborator,5
void-accessor controller,6
property factory controller,9
property set factory collaborator,9
get property factory controller,1
factory collaborator incidental,10
non-void-command collaborator,1941
get non-void-command,11
unclassified,4
factory controller stateless,68
void-accessor command,1
command collaborator,673
property,16
command,274
property factory wrapper,8
void-accessor set,1
Total,12687
