Unique Method Stereotype,Method Count
set factory,1
collaborator stateless,5
get predicate set collaborator,2
factory stateless,2
get predicate collaborator,2
get predicate wrapper,1
factory,1
get property non-void-command factory collaborator,4
get property wrapper,9
get property factory collaborator,1
get property command collaborator,1
get command collaborator,1
get predicate non-void-command collaborator,3
property set factory collaborator,3
property factory,5
get set factory,6
property set,37
get property set factory collaborator,4
get set,143
void-accessor set,28
get wrapper,84
factory wrapper,2
factory incidental,3
property command collaborator,32
property non-void-command factory collaborator,58
property factory collaborator,260
predicate set,140
stateless,2
property collaborator,2889
property non-void-command,457
predicate wrapper,213
get,1365
collaborator incidental,703
get property non-void-command collaborator,53
predicate,1542
property non-void-command collaborator,1822
property controller,350
incidental,1213
property wrapper,524
get non-void-command collaborator,182
void-accessor command collaborator,2310
copy-constructor,567
void-accessor collaborator,201
set,1371
constructor,4781
empty,700
get property controller,8
factory controller,27
set factory collaborator,9
collaborator,53
get controller,8
get collaborator,2532
property,1136
command collaborator,4042
void-accessor,142
predicate collaborator,586
get predicate,6
factory wrapper stateless,37
destructor,1448
wrapper stateless,2313
predicate non-void-command,1095
void-accessor wrapper,91
property set collaborator,133
controller stateless,1840
non-void-command factory collaborator,52
predicate controller,171
factory controller stateless,56
void-accessor command,403
predicate non-void-command collaborator,2648
wrapper,348
unclassified,134
controller,458
factory collaborator,14
get set collaborator,111
command,4430
property factory wrapper,18
factory collaborator stateless,141
factory collaborator incidental,104
get property,43
get property set collaborator,7
non-void-command collaborator,6
get non-void-command,332
get property non-void-command,11
get property collaborator,86
void-accessor set collaborator,145
predicate set collaborator,265
get non-void-command factory collaborator,8
property factory controller,6
void-accessor controller,85
get set factory collaborator,21
set collaborator,1269
non-void-command,8
Total,48969
