Class Stereotype,Stereotype Count
entity,741
minimal-entity,36
data-provider,499
commander,388
boundary,1926
factory,56
controller,67
pure-controller,150
large-class,2
lazy-class,69
degenerate,586
data-class,191
small-class,1058
empty,874
unclassified,332
Total,6975
