Unique Method Stereotype,Method Count
property factory controller,1
get collaborator,1
wrapper stateless,22
get property non-void-command,1
get,11
property factory collaborator,1
wrapper,6
factory collaborator stateless,6
constructor,30
command,33
command collaborator,89
property wrapper,13
predicate controller,12
non-void-command factory collaborator,12
predicate non-void-command,3
controller stateless,43
property non-void-command collaborator,108
property controller,2
get controller,1
factory controller stateless,11
controller,6
predicate non-void-command collaborator,1
incidental,10
factory wrapper stateless,2
empty,3
factory controller,2
void-accessor set collaborator,1
property,2
property non-void-command factory collaborator,122
property non-void-command,11
property collaborator,4
Total,570
