Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,1
controller data-class small-class,1
data-provider boundary,2
commander boundary small-class,1
data-provider boundary small-class,1
factory pure-controller degenerate small-class,2
entity factory controller small-class,2
boundary degenerate,3
commander boundary,6
data-provider,1
boundary small-class,5
data-provider data-class,1
entity factory controller,18
small-class,11
entity boundary small-class,6
controller small-class,1
unclassified,10
entity,3
pure-controller small-class,1
boundary,13
degenerate,3
factory degenerate small-class,2
controller degenerate,2
factory controller small-class,1
pure-controller degenerate small-class,6
entity commander boundary,2
boundary degenerate small-class,2
empty,151
entity small-class,1
factory controller,2
data-provider data-class small-class,1
boundary lazy-class small-class,1
degenerate small-class,4
entity boundary,2
data-provider small-class,1
Total,270
