Unique Method Stereotype,Method Count
get set collaborator,1
get set factory collaborator,1
collaborator,1
property set collaborator,1
property factory controller,2
get property set collaborator,1
get non-void-command,2
void-accessor set collaborator,3
factory wrapper,1
get wrapper,1
property set,1
predicate,10
void-accessor command,4
non-void-command factory collaborator,2
factory collaborator stateless,2
predicate collaborator,3
factory wrapper stateless,3
void-accessor controller,1
get collaborator,9
unclassified,3
command,322
empty,39
wrapper,26
command collaborator,151
void-accessor wrapper,2
wrapper stateless,52
set,152
constructor,33
property,2
void-accessor collaborator,1
void-accessor command collaborator,23
property set factory collaborator,4
predicate set,2
property collaborator,1
property non-void-command,4
property non-void-command factory collaborator,11
factory controller stateless,1
controller stateless,16
get non-void-command collaborator,3
property wrapper,8
predicate non-void-command,10
set collaborator,78
property controller,2
property non-void-command collaborator,17
non-void-command collaborator,1
predicate wrapper,2
copy-constructor,4
incidental,8
predicate non-void-command collaborator,13
controller,7
get,9
collaborator incidental,5
Total,1061
