Unique Method Stereotype,Method Count
factory collaborator stateless,2
predicate non-void-command,1
non-void-command,52
controller stateless,23
wrapper,55
get,1
collaborator incidental,62
set,912
constructor,341
property factory wrapper,1
wrapper stateless,159
empty,26
command,170
unclassified,3
command collaborator,130
collaborator,40
predicate collaborator,1
factory wrapper stateless,15
property collaborator,1
property non-void-command,3
property non-void-command factory collaborator,18
void-accessor command collaborator,3
collaborator stateless,77
non-void-command collaborator,49
predicate wrapper,2
property controller,1
set collaborator,302
property non-void-command collaborator,8
factory controller stateless,8
predicate set collaborator,1
controller,2
incidental,30
copy-constructor,32
predicate non-void-command collaborator,2
predicate,1
Total,2534
