Unique Class Stereotype,Class Count
small-class,2
entity data-provider boundary,1
factory controller small-class,1
commander boundary,29
commander lazy-class small-class,3
commander boundary lazy-class,4
factory degenerate small-class,16
commander data-class,6
entity,1
controller small-class,1
unclassified,1
boundary degenerate small-class,105
commander small-class,8
commander boundary data-class small-class,3
entity boundary degenerate,1
entity commander boundary,3
pure-controller degenerate small-class,3
commander boundary small-class,16
empty,202
commander,88
data-provider boundary small-class,3
factory pure-controller degenerate small-class,8
entity factory controller small-class,3
entity boundary,3
entity boundary small-class,4
degenerate small-class,13
commander boundary lazy-class degenerate,1
commander lazy-class,3
data-provider data-class small-class,1
boundary small-class,4
commander data-class small-class,9
data-provider boundary,3
degenerate,1
pure-controller small-class,1
boundary,2
Total,553
