Unique Method Stereotype,Method Count
property set factory collaborator,1
get non-void-command factory collaborator,1
get property factory,1
get property non-void-command,1
get wrapper,3
get set collaborator,1
collaborator,1
property,6
void-accessor command,6
property factory controller,10
property factory wrapper,4
property factory collaborator,13
get non-void-command,6
get non-void-command collaborator,9
property wrapper,31
get controller,2
factory controller stateless,15
get collaborator,212
predicate non-void-command,39
predicate controller,6
non-void-command factory collaborator,8
factory collaborator stateless,10
get set,5
wrapper,31
property set collaborator,6
command collaborator,1042
constructor,429
set,66
command,405
factory controller,1
empty,63
controller stateless,170
property non-void-command collaborator,436
set collaborator,38
property controller,34
get property non-void-command collaborator,2
collaborator incidental,27
get,168
wrapper stateless,113
factory wrapper stateless,6
predicate,3
property collaborator,1
property non-void-command,44
property non-void-command factory collaborator,70
predicate wrapper,1
non-void-command collaborator,8
factory collaborator incidental,1
copy-constructor,6
incidental,17
predicate non-void-command collaborator,24
controller,39
void-accessor command collaborator,8
Total,3650
