Unique Class Stereotype,Class Count
commander boundary degenerate,1
data-provider boundary lazy-class,1
data-provider small-class,1
commander degenerate,1
controller data-class small-class,1
data-provider lazy-class,1
minimal-entity boundary,1
boundary data-class,2
data-provider,10
data-provider boundary,3
data-provider boundary data-class small-class,10
data-provider data-class small-class,34
entity factory controller small-class,10
factory pure-controller degenerate small-class,1
controller,1
factory controller small-class,5
factory pure-controller small-class,1
pure-controller degenerate small-class,47
entity commander boundary,22
boundary degenerate small-class,21
controller small-class,12
unclassified,34
entity boundary small-class,49
small-class,25
entity boundary,47
factory degenerate small-class,8
controller degenerate,2
data-provider boundary data-class,6
entity minimal-entity boundary,3
data-provider lazy-class small-class,3
entity,4
entity minimal-entity commander boundary,1
commander boundary,88
boundary degenerate,8
pure-controller degenerate,6
boundary,27
pure-controller small-class,5
degenerate,15
commander small-class,20
commander boundary small-class,38
lazy-class degenerate,1
data-provider boundary small-class,2
factory controller,1
entity small-class,9
empty,181
commander,38
degenerate small-class,15
factory degenerate,1
data-provider data-class,11
boundary small-class,6
entity data-provider boundary,6
Total,846
