Method Stereotype,Stereotype Count
get,77
predicate,81
property,246
void-accessor,4
set,78
command,659
non-void-command,315
collaborator,746
controller,116
wrapper,39
constructor,146
copy-constructor,1
destructor,0
factory,90
incidental,76
stateless,144
empty,41
unclassified,1
Total,2860
