Unique Class Stereotype,Class Count
data-class,1
pure-controller,1
entity factory controller small-class,2
data-provider degenerate,1
data-provider boundary data-class small-class,1
entity commander boundary lazy-class,1
data-provider,2
boundary large-class,1
commander degenerate,1
factory controller small-class,3
data-provider boundary,3
lazy-class small-class,1
commander boundary lazy-class,3
controller,1
factory pure-controller degenerate small-class,3
commander lazy-class small-class,4
commander lazy-class degenerate,2
commander boundary degenerate,7
factory controller data-class small-class,1
data-provider boundary small-class,6
entity minimal-entity boundary,23
data-provider small-class,3
boundary lazy-class,1
degenerate small-class,13
degenerate,11
boundary,40
pure-controller degenerate,6
commander boundary small-class,25
commander boundary,71
boundary degenerate,29
boundary large-class degenerate,2
controller small-class,4
unclassified,22
factory degenerate small-class,20
commander boundary lazy-class degenerate,2
boundary data-class small-class,6
entity commander boundary,35
pure-controller degenerate small-class,28
entity small-class,5
empty,538
commander,50
boundary degenerate small-class,46
entity commander boundary degenerate,1
small-class,17
entity boundary small-class,48
entity boundary degenerate,4
commander boundary data-class small-class,16
commander small-class,30
commander data-class small-class,7
boundary small-class,8
controller degenerate,4
boundary lazy-class degenerate,3
entity,2
boundary data-class,2
commander boundary lazy-class small-class,2
minimal-entity boundary,4
data-class small-class,4
entity boundary,50
Total,1227
