Class Stereotype,Stereotype Count
entity,159
minimal-entity,27
data-provider,16
commander,270
boundary,438
factory,27
controller,14
pure-controller,38
large-class,3
lazy-class,18
degenerate,183
data-class,37
small-class,302
empty,450
unclassified,21
Total,2003
