Unique Method Stereotype,Method Count
factory controller stateless,2
property factory wrapper,2
void-accessor controller,2
factory collaborator stateless,9
wrapper,3
collaborator stateless,10
factory wrapper stateless,24
command collaborator,77
empty,52
command,2
wrapper stateless,62
controller stateless,202
collaborator incidental,22
factory collaborator incidental,7
constructor,91
set,5
property non-void-command collaborator,20
set collaborator,1
non-void-command factory collaborator,1
predicate controller,2
stateless,8
collaborator,1
get non-void-command collaborator,2
property wrapper,5
property factory controller,1
property collaborator,1
property non-void-command factory collaborator,5
incidental,1
controller,2
predicate non-void-command collaborator,10
copy-constructor,4
void-accessor command collaborator,17
void-accessor collaborator,1
non-void-command collaborator,12
Total,666
