Unique Class Stereotype,Class Count
commander small-class,1
entity factory controller small-class,1
boundary small-class,1
controller small-class,1
commander boundary small-class,1
degenerate,13
factory degenerate,1
entity small-class,2
unclassified,2
empty,129
entity commander boundary,1
boundary degenerate small-class,22
boundary,2
pure-controller degenerate,4
entity boundary,9
controller degenerate,1
factory degenerate small-class,5
pure-controller degenerate small-class,13
commander lazy-class small-class,2
controller,2
commander boundary,14
boundary degenerate,9
degenerate small-class,8
commander lazy-class,1
entity boundary small-class,11
small-class,8
Total,264
