Unique Method Stereotype,Method Count
void-accessor set,1
void-accessor controller,3
get property set,1
get property controller,3
set factory,1
predicate,238
get,392
collaborator incidental,100
get property non-void-command collaborator,3
collaborator,41
incidental,272
controller,59
property wrapper,231
get non-void-command collaborator,27
command,1619
property,185
command collaborator,1050
get set collaborator,17
property non-void-command collaborator,290
property controller,51
constructor,1068
set,575
wrapper stateless,710
non-void-command factory collaborator,3
controller stateless,205
void-accessor command collaborator,46
copy-constructor,39
void-accessor collaborator,21
property collaborator,263
property non-void-command,1093
predicate set,68
property non-void-command factory collaborator,2
get property wrapper,5
get predicate non-void-command,4
get set,8
predicate non-void-command collaborator,332
wrapper,181
property set collaborator,65
destructor,386
empty,102
get collaborator,297
get controller,2
unclassified,73
void-accessor wrapper,14
predicate non-void-command,462
void-accessor,17
predicate collaborator,34
get predicate,1
factory wrapper stateless,6
predicate wrapper,152
get non-void-command,16
non-void-command collaborator,3
predicate controller,55
predicate set collaborator,30
get wrapper,6
property set,103
factory stateless,2
property command collaborator,4
set collaborator,164
non-void-command,72
get property,2
factory controller stateless,29
void-accessor command,20
get property set collaborator,2
get property collaborator,8
void-accessor set collaborator,2
get property non-void-command,3
Total,11339
