Unique Class Stereotype,Class Count
data-provider boundary lazy-class degenerate,2
data-provider degenerate,2
minimal-entity boundary,1
lazy-class degenerate,1
commander lazy-class degenerate,1
commander boundary lazy-class,1
entity data-provider boundary small-class,1
commander boundary degenerate,2
entity minimal-entity boundary,5
boundary degenerate,14
commander boundary data-class small-class,5
commander small-class,44
entity boundary degenerate,11
commander degenerate,2
lazy-class,3
entity data-provider boundary,11
commander data-class,1
data-provider lazy-class small-class,2
data-provider small-class,17
data-provider,27
boundary lazy-class small-class,1
data-provider data-class small-class,5
entity boundary small-class,19
small-class,56
data-class small-class,8
entity boundary,123
degenerate,16
boundary,75
commander boundary small-class,23
data-provider boundary small-class,22
commander,91
empty,570
unclassified,377
data-provider boundary data-class small-class,9
data-provider boundary,40
data-provider data-class,1
commander data-class small-class,3
boundary small-class,11
lazy-class data-class small-class,1
boundary data-class small-class,10
boundary degenerate small-class,29
boundary lazy-class,3
degenerate small-class,12
data-class,6
entity commander boundary,4
pure-controller degenerate small-class,9
data-provider boundary degenerate,4
boundary lazy-class degenerate,1
controller degenerate,6
commander boundary,23
controller,2
Total,1713
