Unique Method Stereotype,Method Count
void-accessor set collaborator,1
get non-void-command factory collaborator,1
collaborator incidental,1
command,2
command collaborator,4
predicate non-void-command,1
property non-void-command collaborator,4
set,3
constructor,12
get collaborator,4
copy-constructor,1
property non-void-command,1
void-accessor wrapper,2
wrapper stateless,2
controller stateless,14
property wrapper,4
set collaborator,2
get,3
get controller,1
controller,2
destructor,6
wrapper,1
void-accessor command collaborator,2
Total,74
