Unique Method Stereotype,Method Count
factory stateless,1
get property factory collaborator,1
property command collaborator,4
get predicate collaborator,3
get property non-void-command factory collaborator,1
property set,2
get command collaborator,2
get predicate set,1
property factory,2
factory collaborator incidental,1
factory,1
get property wrapper,7
get property non-void-command collaborator,14
incidental,447
copy-constructor,158
void-accessor collaborator,231
void-accessor command collaborator,978
collaborator incidental,310
get,442
predicate controller,33
property wrapper,202
get non-void-command collaborator,88
property non-void-command,74
property collaborator,1787
predicate set,8
property non-void-command factory collaborator,43
wrapper stateless,679
property factory wrapper,2
command,1308
void-accessor,161
predicate collaborator,297
get predicate,1
factory wrapper stateless,10
predicate non-void-command collaborator,385
wrapper,63
non-void-command collaborator,103
get non-void-command,18
destructor,707
non-void-command,2
set collaborator,309
property non-void-command collaborator,808
get void-accessor command collaborator,1
property controller,87
void-accessor wrapper,52
predicate non-void-command,133
predicate wrapper,60
property,386
command collaborator,1800
non-void-command factory collaborator,9
controller stateless,662
constructor,1764
set,274
void-accessor set collaborator,43
get property collaborator,39
predicate,331
empty,245
factory controller,1
set factory collaborator,1
collaborator,129
predicate set collaborator,20
factory collaborator stateless,8
get wrapper,116
property set collaborator,39
get set collaborator,34
void-accessor controller,42
get set factory collaborator,2
void-accessor set,5
void-accessor command,175
factory controller stateless,14
get collaborator,905
get controller,73
get set,15
non-void-command factory,1
controller,64
factory collaborator,7
unclassified,48
property factory collaborator,27
get property,14
Total,17320
