Method Stereotype,Stereotype Count
get,1216
predicate,1429
property,3898
void-accessor,290
set,753
command,4268
non-void-command,1679
collaborator,8429
controller,976
wrapper,1191
constructor,1764
copy-constructor,158
destructor,707
factory,132
incidental,758
stateless,1369
empty,245
unclassified,126
Total,29388
