Unique Class Stereotype,Class Count
commander boundary degenerate,1
entity boundary data-class,3
controller data-class,1
data-provider boundary lazy-class degenerate,1
boundary data-class small-class,6
data-provider lazy-class degenerate,2
degenerate,41
boundary,123
pure-controller small-class,3
data-provider small-class,14
entity boundary lazy-class degenerate,1
large-class degenerate,2
boundary lazy-class degenerate,5
controller degenerate,3
data-provider boundary degenerate,4
degenerate small-class,28
boundary lazy-class,3
entity commander boundary,26
entity boundary small-class,52
pure-controller degenerate small-class,68
boundary degenerate small-class,110
entity data-provider boundary,60
pure-controller degenerate,3
commander boundary small-class,49
empty,1713
data-provider boundary small-class,94
boundary small-class,15
data-provider data-class,2
commander data-class small-class,2
controller small-class,22
unclassified,92
boundary degenerate,39
commander boundary,31
small-class,29
entity commander boundary degenerate,1
entity minimal-entity commander boundary,1
entity boundary degenerate,1
data-provider,60
commander,48
commander boundary data-class small-class,3
data-class,2
entity boundary,160
commander small-class,23
boundary data-class,3
factory degenerate small-class,5
data-provider boundary lazy-class,2
data-provider data-class small-class,9
data-provider boundary data-class small-class,5
lazy-class small-class,2
entity factory controller,2
data-provider boundary,139
entity minimal-entity boundary,2
lazy-class,5
factory pure-controller degenerate small-class,1
data-provider degenerate,2
data-provider boundary data-class,1
data-provider lazy-class,1
lazy-class degenerate,3
data-class small-class,2
minimal-entity boundary,3
commander degenerate,2
factory controller small-class,1
entity minimal-entity data-provider boundary,1
Total,3138
