Unique Method Stereotype,Method Count
property factory controller,1
property non-void-command factory,1
get,5
collaborator incidental,2
property non-void-command,15
property non-void-command factory collaborator,9
constructor,27
set,2
get property non-void-command factory,2
command,38
wrapper,2
get set,4
get non-void-command,9
property set collaborator,1
incidental,1
predicate non-void-command collaborator,12
copy-constructor,5
controller,6
controller stateless,123
collaborator stateless,3
void-accessor command collaborator,3
wrapper stateless,92
command collaborator,147
get non-void-command collaborator,10
property controller,3
property non-void-command collaborator,44
property factory,3
predicate non-void-command,7
non-void-command factory collaborator,2
factory controller,7
property factory collaborator,5
get collaborator,1
predicate,1
get property non-void-command,2
Total,595
