Unique Method Stereotype,Method Count
incidental,1
property non-void-command factory collaborator,4
property wrapper,1
predicate non-void-command collaborator,3
wrapper stateless,21
set,2
constructor,39
get property set,1
empty,6
command,18
collaborator incidental,1
wrapper,12
property set collaborator,1
get non-void-command,1
void-accessor command collaborator,1
collaborator stateless,2
stateless,10
copy-constructor,2
property non-void-command,7
get property wrapper,1
predicate non-void-command,1
property non-void-command collaborator,21
controller stateless,12
property controller,3
controller,4
non-void-command collaborator,9
command collaborator,27
Total,211
