Unique Method Stereotype,Method Count
set factory collaborator,1
predicate non-void-command,1
predicate wrapper,5
non-void-command collaborator,36
get property set collaborator,1
wrapper stateless,17
non-void-command factory collaborator,188
command collaborator,17
property wrapper,23
get non-void-command collaborator,10
empty,5
command,24
unclassified,3
factory controller stateless,1
controller stateless,9
predicate non-void-command collaborator,7
incidental,3
copy-constructor,11
controller,2
property collaborator,1
property non-void-command,15
property non-void-command factory collaborator,70
constructor,203
set,11
get collaborator,3
property non-void-command collaborator,415
property controller,8
set collaborator,6
property set factory collaborator,4
wrapper,5
get set,5
property set collaborator,9
get non-void-command,3
get,3
collaborator incidental,8
property,5
Total,1138
