Unique Class Stereotype,Class Count
commander boundary small-class,1
commander small-class,3
data-provider small-class,3
pure-controller small-class,2
entity boundary data-class small-class,4
commander boundary,2
degenerate small-class,2
small-class,7
entity boundary small-class,4
entity boundary,20
boundary small-class,1
data-provider boundary,3
controller small-class,1
factory controller,1
boundary degenerate small-class,4
boundary,2
entity factory controller,7
pure-controller degenerate,1
data-provider boundary small-class,1
entity boundary data-class,1
commander,3
pure-controller degenerate small-class,1
empty,101
unclassified,5
data-provider,1
Total,181
