Unique Method Stereotype,Method Count
property,2
void-accessor command,16
void-accessor collaborator,2
collaborator,1
collaborator incidental,6
command collaborator,49
get collaborator,18
command,28
wrapper stateless,12
set,47
constructor,129
property controller,23
property collaborator,2
void-accessor command collaborator,13
controller,33
property set collaborator,2
destructor,103
wrapper,37
void-accessor set collaborator,19
void-accessor controller,2
set collaborator,35
property wrapper,13
property non-void-command,11
copy-constructor,2
void-accessor wrapper,4
get,61
property non-void-command collaborator,25
predicate wrapper,3
Total,698
