Unique Method Stereotype,Method Count
get,1
property factory collaborator,1
property non-void-command,1
controller,3
collaborator incidental,2
set collaborator,2
property collaborator,1
property factory controller,2
property non-void-command factory collaborator,6
get set collaborator,5
factory controller stateless,2
controller stateless,11
constructor,24
empty,4
command,7
property,1
factory wrapper stateless,1
wrapper stateless,4
wrapper,1
property set collaborator,5
get set,9
get collaborator,5
command collaborator,18
get non-void-command collaborator,3
predicate non-void-command,1
non-void-command factory collaborator,5
property non-void-command collaborator,19
predicate non-void-command collaborator,3
property wrapper,2
Total,149
