Unique Method Stereotype,Method Count
property factory,1
get property,2
property factory collaborator,2
property non-void-command,84
property non-void-command factory collaborator,32
predicate set,2
get wrapper,2
controller,99
incidental,51
copy-constructor,4
wrapper stateless,1864
get command,2
get collaborator,338
property collaborator,2
stateless,12
property set collaborator,6
collaborator incidental,23
get,1020
get property non-void-command collaborator,5
property non-void-command collaborator,198
set collaborator,311
property controller,22
void-accessor wrapper,3
predicate non-void-command,21
predicate,11
factory collaborator stateless,10
predicate non-void-command collaborator,65
wrapper,130
unclassified,6
empty,21
command,252
constructor,232
factory controller,5
get property controller,2
set,1030
command collaborator,200
property,22
void-accessor command collaborator,20
predicate controller,5
controller stateless,3168
non-void-command factory collaborator,13
get property wrapper,3
get set collaborator,3
get non-void-command,10
non-void-command collaborator,2
predicate wrapper,3
property wrapper,15
get non-void-command collaborator,16
factory wrapper stateless,1
predicate collaborator,4
factory controller stateless,26
void-accessor command,10
property set,4
predicate set collaborator,1
get non-void-command factory collaborator,9
property set factory collaborator,1
collaborator stateless,6
void-accessor controller,9
property factory controller,3
get set factory collaborator,3
get property non-void-command,6
get set,11
get predicate non-void-command,1
Total,9445
