Unique Class Stereotype,Class Count
data-provider boundary small-class,1
factory pure-controller degenerate,1
data-provider lazy-class,1
factory controller small-class,1
entity minimal-entity boundary,2
entity minimal-entity,1
controller lazy-class degenerate,2
commander boundary degenerate,1
data-provider boundary,2
entity data-provider boundary,2
controller degenerate,3
commander degenerate,2
boundary degenerate,137
commander boundary,11
pure-controller degenerate,199
boundary degenerate small-class,629
pure-controller degenerate small-class,1047
data-class,132
controller small-class,1
unclassified,51
degenerate small-class,107
commander lazy-class,1
data-provider data-class small-class,5
data-provider,3
entity small-class,2
empty,85
commander,23
boundary data-class small-class,5
controller,3
factory pure-controller degenerate small-class,1
pure-controller,3
large-class,1
degenerate,144
boundary,27
pure-controller small-class,16
commander boundary small-class,16
commander small-class,10
data-provider data-class,1
factory degenerate,1
boundary small-class,7
data-provider boundary data-class small-class,3
small-class,21
entity boundary small-class,6
data-class small-class,7
entity boundary,13
minimal-entity boundary,1
boundary data-class,6
Total,2744
