Unique Method Stereotype,Method Count
wrapper,1
collaborator stateless,2
non-void-command collaborator,5
get set collaborator,11
property,2
predicate set collaborator,1
predicate controller,2
factory controller stateless,1
get controller,1
void-accessor command collaborator,8
command collaborator,67
property wrapper,2
get non-void-command collaborator,3
predicate non-void-command,8
get collaborator,44
destructor,10
predicate collaborator,1
property set collaborator,1
void-accessor set collaborator,2
predicate,11
unclassified,1
command,104
empty,23
constructor,71
set,53
wrapper stateless,17
void-accessor command,3
controller stateless,32
set collaborator,32
property non-void-command collaborator,55
property controller,7
get,37
collaborator incidental,25
predicate set,3
property collaborator,11
property non-void-command,8
predicate non-void-command collaborator,7
incidental,8
controller,8
Total,688
