Unique Method Stereotype,Method Count
get predicate wrapper,1
property set collaborator,1
predicate controller,3
collaborator,3
unclassified,1
get set collaborator,2
get set factory,1
void-accessor command,2
predicate wrapper,19
predicate non-void-command,15
property controller,6
property non-void-command collaborator,35
set collaborator,20
get non-void-command collaborator,5
property wrapper,12
destructor,42
wrapper,20
command,36
empty,10
constructor,86
set,10
copy-constructor,1
controller,8
predicate non-void-command collaborator,53
incidental,48
get collaborator,18
command collaborator,92
property,7
predicate set collaborator,4
predicate,10
wrapper stateless,60
void-accessor wrapper,3
controller stateless,52
predicate collaborator,5
factory wrapper stateless,1
void-accessor command collaborator,10
property non-void-command factory collaborator,2
predicate set,1
property non-void-command,11
property collaborator,9
get property non-void-command collaborator,1
collaborator incidental,22
get,8
non-void-command,1
Total,757
