Unique Method Stereotype,Method Count
property factory collaborator,1
set factory collaborator,1
collaborator stateless,2
stateless,2
property factory controller,2
property factory wrapper,1
non-void-command factory,4
get property non-void-command factory collaborator,1
get set factory collaborator,2
get non-void-command factory collaborator,1
property set,11
predicate collaborator,1
property non-void-command factory,3
void-accessor command,1
void-accessor controller,17
factory controller stateless,6
get controller,18
factory stateless,2
get predicate non-void-command collaborator,1
property collaborator,5
property non-void-command factory collaborator,17
predicate set,4
property non-void-command,117
wrapper,18
get set,20
get property wrapper,1
get non-void-command,28
get property non-void-command collaborator,1
collaborator incidental,4
get,54
property factory,1
predicate non-void-command,54
predicate wrapper,7
predicate,19
command collaborator,152
get property controller,3
constructor,76
set,20
command,84
factory controller,6
empty,15
wrapper stateless,145
controller stateless,980
get non-void-command collaborator,57
property wrapper,36
incidental,13
copy-constructor,7
controller,119
predicate non-void-command collaborator,46
get collaborator,30
get set collaborator,12
property,11
property non-void-command collaborator,107
property controller,17
set collaborator,6
non-void-command factory collaborator,7
predicate controller,25
get property non-void-command,5
get wrapper,6
Total,2412
