Unique Method Stereotype,Method Count
set,1
void-accessor controller,1
factory collaborator,1
property set factory collaborator,1
property set,4
property factory wrapper,1
get property non-void-command factory,1
get property non-void-command collaborator,2
non-void-command factory collaborator,3
property set collaborator,5
property non-void-command factory collaborator,5
property collaborator,3
wrapper stateless,61
controller stateless,117
empty,13
command,40
command collaborator,23
void-accessor set collaborator,1
get non-void-command,7
wrapper,12
get set,5
factory collaborator stateless,20
constructor,76
get collaborator,1
get property,1
get wrapper,4
void-accessor command collaborator,9
get set collaborator,9
factory controller stateless,1
get controller,1
get property non-void-command,1
property non-void-command factory,2
predicate set collaborator,1
get non-void-command collaborator,11
property wrapper,5
copy-constructor,1
controller,5
incidental,7
predicate non-void-command collaborator,3
property non-void-command collaborator,21
property controller,4
set collaborator,4
predicate wrapper,1
non-void-command collaborator,2
Total,497
