Unique Class Stereotype,Class Count
commander data-class small-class,1
entity boundary,2
commander boundary small-class,4
entity minimal-entity boundary,1
minimal-entity lazy-class,1
data-class small-class,4
degenerate,7
unclassified,2
empty,206
entity boundary small-class,5
small-class,1
boundary degenerate small-class,14
boundary,5
pure-controller degenerate,6
controller,1
commander boundary,2
boundary degenerate,3
factory controller small-class,1
factory degenerate small-class,20
controller degenerate,1
degenerate small-class,11
pure-controller degenerate small-class,18
commander boundary data-class small-class,4
factory controller data-class small-class,1
pure-controller small-class,1
commander small-class,2
data-provider boundary small-class,1
commander,1
Total,326
