Unique Class Stereotype,Class Count
data-provider boundary lazy-class,1
data-provider small-class,4
entity minimal-entity boundary,2
data-class,1
data-provider lazy-class,2
data-provider boundary data-class,4
data-provider lazy-class degenerate,3
factory degenerate small-class,13
factory pure-controller degenerate small-class,3
data-provider boundary lazy-class small-class,1
factory controller small-class,6
data-provider boundary data-class small-class,13
degenerate small-class,10
boundary degenerate small-class,5
pure-controller degenerate small-class,11
entity commander boundary,8
data-provider,22
data-provider data-class small-class,30
boundary degenerate,10
commander boundary,4
entity small-class,2
commander,19
empty,233
controller small-class,3
unclassified,74
small-class,40
entity boundary small-class,13
lazy-class,1
pure-controller degenerate,10
commander boundary degenerate,2
controller lazy-class degenerate,1
entity boundary degenerate,11
commander small-class,13
pure-controller small-class,1
boundary,24
degenerate,8
entity boundary,23
controller degenerate,3
data-provider lazy-class small-class,4
entity,2
large-class lazy-class degenerate,1
factory degenerate,2
data-provider data-class,54
data-provider boundary,5
entity data-provider boundary,9
entity factory controller small-class,2
commander boundary small-class,13
Total,726
